1over,2over,3over,4over,5over,6over,7over,8over,9over,10over,11over,12over,13over,14over,15over,16over,17over,18over,19over,20over,21over,22over,23over,24over,25over,26over,27over,28over,29over,30over,31over,32over,33over,34over,35over,36over,37over,38over,39over,40over,result,year
5/0,8/0,18/0,25/0,31/0,36/0,43/0,47/1,52/1,59/2,65/3,74/3,85/3,85/3,85/3,85/3,85/3,85/3,85/3,85/3,2/0,5/0,7/0,10/1,14/1,16/2,19/2,22/3,29/4,31/4,38/4,42/5,50/6,50/6,50/6,50/6,50/6,50/6,50/6,50/6,defend,2025
5/0,8/0,15/0,19/0,23/0,23/0,30/0,34/0,40/0,45/1,54/1,61/1,70/2,76/2,77/3,87/3,90/4,101/4,108/5,114/7,2/0,8/0,17/0,18/0,26/0,28/1,32/1,38/2,41/3,45/3,54/3,58/3,63/4,68/4,80/4,88/4,94/4,101/5,111/5,115/5,chased,2025
5/0,7/0,10/1,11/1,19/1,19/3,20/3,23/4,29/4,35/4,44/4,47/4,52/4,59/5,61/5,66/5,79/5,84/5,88/5,99/6,5/0,6/0,14/0,22/1,27/1,37/2,60/2,69/2,78/2,85/2,95/2,99/3,100/3,100/3,100/3,100/3,100/3,100/3,100/3,100/3,chased,2025
5/0,6/0,9/0,11/0,18/1,22/1,34/1,44/1,51/1,62/2,67/2,71/2,76/3,88/3,92/3,95/3,105/3,113/4,119/4,131/4,4/0,11/0,18/1,20/2,28/2,42/3,52/3,54/3,60/3,77/3,83/3,90/3,96/3,106/3,115/3,126/3,132/3,132/3,132/3,132/3,chased,2025
5/0,19/1,25/2,40/2,46/2,48/3,53/3,62/3,64/4,65/5,69/5,70/6,74/7,77/7,79/7,81/7,82/8,85/8,87/9,87/10,8/0,23/0,35/0,37/0,42/0,44/1,57/2,57/5,66/5,66/5,71/5,75/5,82/5,90/5,90/5,90/5,90/5,90/5,90/5,90/5,chased,2025
5/0,20/0,27/0,34/0,39/0,47/0,54/0,64/0,67/0,71/2,74/2,87/2,90/2,104/2,114/3,125/3,137/3,150/3,160/3,162/5,2/1,7/1,12/1,17/1,24/1,27/1,29/1,32/1,36/1,43/1,53/1,64/1,69/3,69/3,74/3,78/4,85/4,91/4,100/5,105/5,defend,2025
5/0,10/0,14/1,22/1,30/1,35/1,42/1,48/2,49/2,55/2,59/3,60/4,64/4,67/4,70/4,79/4,83/4,86/5,89/5,94/7,11/0,21/0,32/0,39/1,50/1,64/1,66/1,74/2,80/2,92/2,95/3,95/3,95/3,95/3,95/3,95/3,95/3,95/3,95/3,95/3,chased,2025
5/0,12/0,27/0,30/0,36/0,37/1,43/1,48/1,56/1,59/1,64/1,68/1,75/2,82/2,88/2,92/3,97/3,103/3,112/4,118/5,13/0,30/0,45/0,52/0,67/0,77/0,90/0,92/0,97/0,105/0,114/0,120/0,120/0,120/0,120/0,120/0,120/0,120/0,120/0,120/0,chased,2025
5/0,7/1,8/2,9/2,11/2,15/4,21/4,32/4,37/4,42/5,44/5,45/6,59/6,63/7,69/7,71/8,73/9,79/9,86/9,86/10,5/0,8/0,11/0,20/0,23/0,33/0,42/0,46/0,52/1,63/1,68/1,74/1,79/1,79/1,82/2,87/2,87/2,87/2,87/2,87/2,chased,2025
5/0,10/0,18/0,21/2,29/2,32/2,42/2,48/2,53/2,57/2,66/4,70/5,79/5,84/5,91/6,96/6,102/7,109/7,115/8,121/9,3/0,10/1,13/1,18/3,24/3,26/3,33/3,35/3,38/3,40/4,43/4,45/4,48/5,50/5,55/5,60/5,66/5,80/5,86/6,92/6,defend,2025
5/0,9/1,12/1,14/2,30/2,34/2,44/3,54/3,60/3,70/4,73/4,80/4,84/4,95/4,101/4,108/4,111/5,116/5,124/6,134/7,14/0,20/0,22/0,24/0,29/0,33/0,40/0,51/0,54/0,64/0,69/0,75/0,79/0,89/0,92/0,99/0,103/3,107/4,116/5,117/6,defend,2025
5/0,12/0,17/0,26/0,31/0,39/1,43/1,50/1,71/1,79/1,84/1,90/1,96/2,99/3,107/3,111/3,123/3,131/3,139/3,152/4,2/1,3/1,9/2,11/2,13/2,14/2,16/2,19/2,21/4,27/4,28/5,32/5,35/5,35/6,37/8,40/8,46/8,47/10,47/10,47/10,defend,2025
5/0,12/0,22/0,24/0,31/0,37/0,41/0,46/0,52/0,54/2,57/2,62/2,69/4,75/4,78/5,82/5,86/5,88/6,94/6,99/6,2/0,9/0,13/0,18/0,25/0,27/0,30/1,37/2,39/2,47/2,49/3,53/4,56/5,62/6,64/7,69/7,76/8,79/10,79/10,79/10,defend,2025
5/0,7/1,14/2,16/2,19/2,25/2,26/2,26/2,29/4,31/4,31/4,31/4,31/4,31/4,31/4,31/4,31/4,31/4,31/4,31/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,unknown,2025
5/0,14/0,24/0,28/0,36/0,54/0,67/0,75/0,86/0,93/0,96/0,109/0,120/0,125/0,130/1,137/1,144/1,150/2,166/2,176/2,9/0,15/0,18/0,27/0,33/0,40/0,42/0,53/0,61/0,62/0,71/0,78/0,89/0,97/0,108/0,113/0,116/0,120/2,128/3,132/4,defend,2025
5/0,11/0,16/0,23/0,26/1,35/1,45/1,50/1,70/1,78/1,84/1,91/1,98/2,106/2,115/2,122/3,133/3,143/4,151/4,170/4,8/0,10/1,10/1,11/1,12/1,18/1,19/2,25/2,25/2,30/2,33/2,41/2,41/2,47/2,47/2,47/2,55/4,58/6,58/7,59/8,defend,2025
5/0,15/0,31/0,38/0,42/0,44/2,57/2,62/2,69/2,75/3,77/6,80/6,84/6,89/6,91/7,92/7,107/7,108/7,114/8,117/10,10/0,18/0,30/0,38/0,46/0,51/1,69/1,77/1,84/2,94/2,99/2,102/3,106/3,110/3,114/3,119/3,119/3,119/3,119/3,119/3,chased,2025
5/0,7/1,9/2,19/2,21/2,27/2,29/2,32/2,40/2,48/2,51/3,54/3,63/4,65/5,74/5,81/5,85/6,87/6,92/8,95/9,4/0,23/0,33/0,40/0,43/0,50/0,57/0,65/0,68/0,74/0,79/0,84/1,88/1,96/1,96/1,96/1,96/1,96/1,96/1,96/1,chased,2025
5/0,5/0,8/1,9/2,13/2,13/2,19/2,22/2,27/2,27/3,31/3,33/4,37/5,39/6,46/8,49/9,54/10,54/10,54/10,54/10,1/0,3/0,4/0,6/0,12/0,19/0,25/0,34/0,42/0,47/0,55/0,55/0,55/0,55/0,55/0,55/0,55/0,55/0,55/0,55/0,chased,2025
5/0,9/0,13/1,18/1,28/1,35/2,45/2,57/3,65/3,77/3,89/3,96/3,103/4,110/4,121/4,129/4,134/4,138/5,141/7,148/7,1/1,8/2,15/3,15/5,19/5,24/6,26/6,28/6,29/8,30/9,32/9,32/9,34/9,34/10,34/10,34/10,34/10,34/10,34/10,34/10,defend,2025
5/0,11/0,16/0,28/0,32/1,37/1,44/1,50/1,56/1,65/1,79/1,93/1,98/1,106/1,116/2,123/2,136/2,146/2,158/3,171/4,0/0,9/0,9/1,12/1,13/1,19/1,23/2,25/2,35/2,40/3,42/3,43/3,43/3,46/3,47/3,51/4,65/4,67/5,69/5,69/7,defend,2025
5/0,19/0,24/1,29/1,39/1,47/1,58/1,61/2,72/2,74/2,82/2,96/3,104/3,105/4,110/4,119/4,125/4,142/4,155/4,166/4,3/1,10/1,13/1,19/2,25/3,38/3,40/3,46/3,54/3,59/3,69/3,70/5,75/5,80/5,86/5,87/6,91/6,91/6,97/7,103/7,defend,2025
5/0,18/0,18/0,32/0,34/0,35/0,39/1,43/1,53/1,58/2,64/2,69/2,79/4,89/4,97/4,106/4,114/4,117/4,122/5,133/5,1/0,10/0,12/0,16/1,18/1,27/1,37/1,46/1,50/1,55/2,59/2,61/3,63/3,71/4,71/5,79/6,79/8,88/8,92/8,101/8,defend,2025
5/0,12/0,17/1,19/1,24/2,28/2,37/2,41/2,49/2,56/2,63/2,67/2,70/3,75/3,77/3,80/3,86/4,99/4,106/4,109/5,6/0,10/0,18/0,26/1,27/1,36/1,47/1,50/2,55/2,59/2,60/3,62/3,69/3,72/3,85/3,89/4,91/5,94/6,99/8,103/10,defend,2025
5/0,8/0,8/0,11/0,16/0,17/0,27/0,29/0,37/0,39/0,43/0,47/0,58/0,63/0,67/0,78/1,82/2,84/3,91/4,95/4,9/0,18/0,19/1,24/1,33/1,45/1,50/1,52/1,57/1,62/1,67/2,77/2,90/2,92/3,99/3,99/3,99/3,99/3,99/3,99/3,chased,2025
5/0,12/0,21/1,29/1,32/1,36/1,46/2,52/2,62/2,66/2,71/4,73/5,79/5,82/5,88/5,99/5,106/5,112/6,125/7,131/7,5/0,7/2,13/2,14/3,19/5,21/5,25/6,32/6,32/6,38/7,39/7,43/7,49/7,49/8,50/8,56/8,59/9,67/9,67/10,67/10,defend,2025
5/0,15/0,18/1,27/1,32/1,49/1,60/1,79/1,83/1,98/1,101/2,109/2,113/2,117/3,122/3,133/4,138/4,144/4,149/5,153/5,2/2,8/2,15/2,17/2,22/3,25/3,26/4,27/4,32/7,32/9,36/9,38/9,38/10,38/10,38/10,38/10,38/10,38/10,38/10,38/10,defend,2025
5/0,19/1,23/1,26/1,34/1,46/1,52/1,57/1,63/1,65/1,67/1,75/1,78/1,80/1,88/1,96/1,103/1,106/1,112/1,118/1,7/0,16/0,28/0,29/0,38/0,56/0,61/0,63/1,83/1,85/2,99/2,102/2,110/2,115/2,118/3,122/3,122/3,122/3,122/3,122/3,chased,2025
5/0,12/0,17/0,23/0,34/0,43/0,59/0,66/0,72/1,79/1,85/1,88/2,94/3,108/3,120/3,130/3,138/3,152/3,161/3,170/4,4/0,7/0,9/1,17/2,22/3,27/3,32/4,34/6,36/6,40/6,43/8,49/8,50/9,50/10,50/10,50/10,50/10,50/10,50/10,50/10,defend,2025
5/0,11/0,13/0,22/0,32/0,40/0,52/0,60/0,70/0,82/0,85/0,91/0,97/1,105/1,111/1,118/1,128/1,138/1,147/1,156/1,8/0,14/0,18/1,18/2,25/2,38/2,41/3,48/3,52/3,61/3,67/3,71/4,77/5,83/5,93/5,97/6,103/6,109/6,123/6,134/6,defend,2025
5/0,9/0,14/0,20/1,23/2,31/2,37/2,44/2,51/3,57/4,61/4,66/4,72/4,74/4,82/4,87/5,99/5,110/5,118/6,125/7,2/0,3/1,12/1,19/2,28/2,38/2,43/2,45/2,52/2,65/2,74/2,77/2,85/2,93/2,106/2,123/2,128/2,128/2,128/2,128/2,chased,2025
5/0,6/1,7/2,10/2,11/2,17/2,18/2,25/2,28/3,32/4,35/6,36/7,37/10,37/10,37/10,37/10,37/10,37/10,37/10,37/10,5/0,18/0,28/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,40/0,chased,2025
5/0,16/1,21/1,24/1,25/2,28/3,37/3,44/3,55/4,62/4,75/4,79/4,85/4,94/4,99/5,112/5,119/5,130/5,137/5,145/6,3/1,9/3,11/3,14/5,15/5,23/6,24/6,31/7,34/7,37/7,37/8,39/9,40/10,40/10,40/10,40/10,40/10,40/10,40/10,40/10,defend,2025
5/0,10/0,15/1,17/1,27/1,35/1,40/1,42/2,47/2,48/2,54/2,57/3,61/4,64/5,67/5,70/5,75/5,75/5,77/7,81/8,7/0,15/0,21/0,31/0,39/1,41/2,47/2,56/2,65/2,77/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,chased,2025
5/0,5/1,11/1,15/1,15/1,25/1,31/1,34/1,37/1,42/1,48/1,49/1,52/2,60/2,67/2,76/2,84/2,91/3,98/4,104/5,5/0,14/0,21/0,22/0,23/1,23/2,27/2,29/3,31/3,35/3,39/3,46/3,53/4,58/4,70/4,77/4,83/5,90/6,98/7,101/7,defend,2025
5/0,13/0,24/0,27/0,29/0,33/0,38/1,47/1,52/1,62/1,66/1,74/1,78/1,83/1,86/1,90/1,98/1,104/1,112/2,120/4,4/0,5/0,9/0,14/0,21/0,35/0,38/0,40/0,43/1,48/1,52/1,58/2,64/3,70/3,75/5,84/5,90/6,95/6,101/7,107/8,defend,2025
5/0,16/0,26/0,27/1,39/2,45/2,49/4,57/5,65/6,65/7,69/7,71/7,71/8,71/10,71/10,71/10,71/10,71/10,71/10,71/10,4/0,10/0,18/0,23/1,28/1,35/2,43/3,48/4,60/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,chased,2025
5/0,7/0,13/1,18/1,20/1,22/1,23/2,27/2,31/3,34/3,39/4,40/4,43/4,48/4,52/4,55/4,63/4,73/4,78/5,82/6,3/0,6/2,7/3,13/3,19/3,24/3,29/4,32/4,40/4,42/4,45/4,52/4,59/4,64/5,69/5,74/5,77/6,79/6,82/6,84/6,chased,2025
5/0,10/0,12/0,25/0,27/1,32/1,38/1,46/1,51/1,57/1,61/1,70/1,74/2,80/2,86/2,89/3,96/3,105/3,109/4,117/4,2/0,6/0,8/0,13/1,15/1,21/1,22/1,25/1,30/1,36/1,50/1,52/2,65/3,68/3,84/3,93/3,98/5,100/6,105/6,113/7,defend,2025
5/0,5/2,10/2,14/3,18/3,19/4,21/4,23/5,24/5,29/5,30/5,36/5,40/5,41/6,43/6,46/6,48/6,51/7,54/8,55/10,9/0,10/1,18/1,26/1,32/1,40/1,46/1,50/1,58/2,58/2,58/2,58/2,58/2,58/2,58/2,58/2,58/2,58/2,58/2,58/2,chased,2025
5/0,10/0,13/0,19/0,22/0,34/0,43/0,51/0,63/0,68/0,76/0,84/0,93/0,113/0,116/1,118/1,126/1,137/1,140/2,153/3,3/2,8/2,15/2,18/2,23/2,24/3,29/3,32/3,38/3,40/4,44/4,46/5,54/5,60/5,63/7,73/7,85/7,100/7,110/7,125/7,defend,2025
5/0,7/1,16/1,27/1,34/2,40/2,48/3,62/3,67/4,74/4,79/5,83/5,86/5,98/5,109/5,124/5,139/6,143/7,155/7,175/7,3/0,8/1,18/1,29/1,36/1,48/1,56/1,65/1,69/1,75/1,86/1,94/2,99/2,102/3,112/4,121/4,132/5,142/7,151/7,160/7,defend,2025
5/0,13/0,14/1,21/1,30/2,36/2,41/3,47/3,54/3,57/4,65/4,70/4,83/4,89/4,94/4,97/5,103/6,106/9,109/9,115/9,1/0,10/1,15/1,15/1,17/1,18/3,19/3,26/3,34/3,39/4,42/4,46/4,46/5,52/6,58/6,64/7,65/8,70/8,74/9,76/10,defend,2024
5/0,7/0,13/0,18/0,24/0,29/1,39/1,48/1,49/3,61/3,63/4,70/5,78/6,84/6,88/6,93/6,103/6,107/7,114/7,125/8,5/2,9/2,22/2,28/2,41/2,44/2,48/4,50/5,54/5,57/5,61/5,62/5,63/7,66/7,70/7,75/7,80/7,84/8,89/8,98/8,defend,2024
5/0,17/0,20/0,29/1,37/1,47/1,60/1,66/1,76/2,84/2,95/2,104/2,116/2,125/2,136/2,150/2,153/3,161/3,174/3,188/3,4/0,4/0,9/0,9/2,11/2,17/2,24/3,34/3,35/4,40/4,44/4,45/5,47/5,47/9,48/9,53/9,62/10,62/10,62/10,62/10,defend,2024
5/0,8/0,10/0,12/1,16/1,19/1,26/1,33/1,38/1,42/1,49/1,53/1,63/1,66/2,69/2,75/2,78/2,86/2,93/2,101/3,0/0,2/1,7/1,10/1,10/1,16/1,19/1,22/3,27/3,29/4,39/4,45/4,52/4,54/4,56/4,61/4,65/4,73/5,76/6,85/7,defend,2024
5/0,8/0,18/0,20/0,24/1,33/1,38/1,40/1,45/2,51/2,56/2,60/3,70/3,74/4,79/5,83/5,88/5,99/5,107/5,122/5,7/1,14/1,15/1,18/1,24/1,29/1,30/1,31/2,35/3,38/4,40/4,40/5,44/5,46/8,49/8,51/9,55/10,55/10,55/10,55/10,defend,2024
5/0,20/1,24/1,30/1,37/1,44/1,48/1,53/1,61/1,66/2,67/3,70/3,76/4,76/6,77/7,83/7,90/7,96/7,97/9,105/9,8/0,13/0,22/0,33/0,44/0,52/1,54/1,60/1,63/3,68/3,73/4,75/4,78/4,85/4,89/4,102/4,106/4,106/4,106/4,106/4,chased,2024
5/0,7/0,9/1,14/1,16/1,24/1,28/1,37/1,44/1,53/1,55/1,62/2,64/3,68/3,72/4,75/4,76/5,79/7,84/8,88/9,7/0,12/0,21/0,29/0,42/0,53/0,62/0,67/0,71/0,75/0,82/0,86/1,89/1,89/1,89/1,89/1,89/1,89/1,89/1,89/1,chased,2024
5/0,13/0,21/0,25/1,30/1,33/1,38/1,46/1,51/1,53/2,58/2,69/2,74/2,81/2,88/2,94/3,102/4,110/4,116/4,121/7,5/0,12/0,21/0,27/1,38/1,44/1,48/1,54/1,63/1,72/1,75/1,84/1,88/2,93/2,99/3,102/3,110/3,120/3,124/3,124/3,chased,2024
5/0,9/1,13/1,20/1,27/1,41/1,50/1,56/1,65/1,71/2,85/2,91/2,106/2,111/2,116/2,128/2,134/2,153/2,173/2,184/4,1/1,7/1,12/1,15/2,17/2,21/3,25/4,26/4,29/4,31/4,32/5,33/5,33/5,33/6,36/6,37/7,38/9,39/9,40/9,40/10,defend,2024
5/0,7/0,12/0,18/0,19/0,24/0,29/1,36/1,39/2,44/2,52/2,59/3,65/3,73/3,78/4,82/5,87/6,91/7,98/7,103/8,9/0,17/0,26/0,31/0,34/0,42/0,46/0,59/0,69/0,79/0,84/0,91/0,96/0,103/0,107/0,107/0,107/0,107/0,107/0,107/0,chased,2024
5/0,10/0,17/0,21/1,30/1,34/1,47/1,57/2,62/2,71/2,77/2,86/2,93/2,100/2,107/2,112/3,117/5,124/5,133/5,136/5,1/1,1/3,4/3,4/3,5/3,6/3,9/3,14/4,20/4,26/5,27/5,34/5,36/7,42/7,44/7,45/8,48/10,48/10,48/10,48/10,defend,2024
5/0,16/0,27/0,34/0,41/0,50/0,56/0,62/0,70/0,74/1,82/1,89/2,94/2,100/2,106/2,112/2,119/2,130/3,142/3,152/3,0/1,1/2,1/2,6/2,10/2,12/2,20/2,22/2,25/4,26/5,36/5,36/5,36/5,40/6,43/7,45/7,47/7,50/7,52/8,52/8,defend,2024
5/0,12/0,20/0,25/0,26/1,35/1,38/1,42/1,49/1,55/1,60/1,68/2,72/3,77/3,86/3,91/4,97/4,103/6,112/6,119/7,6/0,12/0,14/1,19/1,28/1,31/2,34/2,38/2,46/2,49/3,59/3,65/3,68/4,70/4,72/5,78/5,82/5,89/6,94/7,103/7,defend,2024
5/0,10/0,18/0,24/0,30/0,41/0,51/0,61/0,71/0,78/0,83/0,93/0,98/2,107/2,113/2,126/2,133/3,146/3,158/3,172/3,3/1,5/2,6/3,15/3,21/3,28/3,40/3,43/4,46/4,54/4,56/4,58/6,61/7,64/7,69/8,72/8,82/8,86/8,88/9,90/10,defend,2024
5/0,7/0,14/0,16/0,25/0,29/0,34/0,38/1,46/1,49/1,51/2,53/2,64/2,71/2,76/3,82/4,89/5,94/6,103/6,109/6,12/0,15/0,18/0,36/0,51/0,66/0,77/0,89/0,100/0,113/0,113/0,113/0,113/0,113/0,113/0,113/0,113/0,113/0,113/0,113/0,chased,2024
5/0,7/0,10/0,16/0,23/0,32/0,41/0,48/0,50/1,54/1,63/1,69/2,81/3,93/3,98/4,102/5,104/7,113/7,122/7,128/9,4/0,8/0,16/1,20/1,22/2,25/2,28/2,31/2,42/3,48/3,52/4,54/4,61/4,65/5,72/5,95/5,96/6,106/7,114/7,120/8,defend,2024
5/0,6/0,22/0,24/0,32/0,44/0,50/0,59/1,67/1,78/1,92/1,101/1,114/1,118/1,131/1,145/1,159/2,177/2,183/2,189/4,8/0,18/0,28/0,43/0,54/0,61/1,66/1,74/1,86/1,87/2,90/3,99/3,103/3,110/3,125/3,131/3,143/3,151/3,169/3,177/4,defend,2024
5/0,14/0,16/2,18/2,32/2,47/2,57/2,60/3,69/3,74/3,81/3,91/3,95/3,104/3,110/4,123/4,133/4,147/5,163/5,180/6,4/0,14/0,15/0,17/1,21/1,21/2,23/2,28/2,33/2,39/2,42/3,44/3,50/4,56/4,60/4,68/4,71/4,78/4,86/4,90/6,defend,2024
5/0,11/0,12/0,23/1,29/1,34/2,42/2,44/2,52/2,64/2,67/3,81/3,85/3,91/3,100/3,105/3,112/3,119/4,128/4,141/4,4/0,9/0,11/0,14/0,15/0,17/0,23/1,27/1,33/1,39/1,40/2,42/2,46/3,57/3,62/4,70/4,72/5,74/7,75/7,87/7,defend,2024
5/0,10/1,12/2,16/2,16/2,19/2,19/3,22/4,24/5,27/6,31/7,32/7,35/7,36/8,40/8,42/9,43/9,45/9,45/10,45/10,3/0,8/0,11/0,14/0,20/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,22/0,chased,2024
5/0,8/0,18/0,23/0,28/0,39/0,43/0,52/0,62/1,72/1,79/1,83/1,89/1,101/1,102/1,109/1,117/1,122/1,133/1,142/1,3/0,9/0,12/1,16/1,16/1,20/1,23/1,24/1,28/1,28/2,29/3,30/4,34/5,34/7,38/7,39/8,43/8,47/8,56/9,56/10,defend,2024
5/0,18/1,20/1,31/1,37/1,46/2,60/2,72/2,88/2,94/2,103/2,116/2,118/3,131/3,133/4,143/5,145/7,149/8,157/10,157/10,1/0,3/0,4/0,7/1,10/2,13/2,15/2,19/3,21/4,24/4,27/5,33/5,37/6,40/6,47/6,50/6,51/8,53/9,53/9,53/10,defend,2024
5/0,13/0,17/1,23/1,36/1,40/1,47/2,51/2,58/2,61/3,63/4,72/4,80/4,83/5,90/5,94/7,100/8,103/8,107/8,116/8,1/0,7/0,11/0,12/1,12/1,13/2,16/3,18/3,19/3,22/4,25/4,33/5,42/5,49/7,53/8,55/8,58/8,62/8,63/8,68/9,defend,2024
5/0,15/0,21/2,24/2,34/2,37/2,40/2,41/3,43/3,47/3,53/3,64/3,71/3,77/3,80/3,94/3,103/3,106/4,112/4,132/4,0/1,1/1,6/2,10/2,15/3,18/3,20/3,24/4,30/4,40/4,43/4,46/4,50/5,62/5,73/5,79/5,83/5,89/5,103/5,122/5,defend,2024
5/0,9/1,12/1,22/1,29/1,34/1,44/1,50/1,53/1,60/1,72/1,81/1,84/2,94/2,99/2,109/3,113/4,126/4,136/4,145/5,8/0,14/2,24/2,29/2,30/2,39/2,45/2,49/2,56/2,66/2,69/2,73/2,78/2,90/2,96/2,105/2,117/2,127/2,133/3,148/5,chased,2024
5/0,15/0,26/0,33/0,46/0,53/0,57/0,59/1,65/1,67/1,77/1,84/1,88/3,91/4,98/4,103/4,105/6,110/6,120/6,126/7,2/0,14/0,27/0,34/0,36/0,40/0,44/0,55/0,59/1,64/1,68/1,73/1,75/2,81/3,88/3,99/4,108/4,120/4,125/5,129/6,chased,2024
5/0,14/0,19/0,22/1,33/1,38/1,52/1,60/1,72/1,85/1,99/1,103/1,120/1,123/1,132/1,148/1,160/1,177/1,184/2,206/2,3/2,9/2,17/2,26/2,29/2,34/3,41/4,46/5,51/6,52/6,55/6,60/7,65/9,68/10,68/10,68/10,68/10,68/10,68/10,68/10,defend,2024
5/0,15/0,18/0,19/0,25/0,27/0,37/0,50/0,52/1,57/1,62/1,65/1,71/1,76/1,84/1,88/1,97/2,103/2,110/3,126/6,6/0,7/0,14/0,17/0,18/0,21/0,25/1,27/1,36/1,47/1,52/1,54/3,56/3,66/3,75/3,80/3,86/3,88/4,92/5,98/5,defend,2024
5/0,8/0,12/0,16/0,18/1,20/2,24/3,27/3,34/3,36/4,38/5,45/5,50/5,53/5,58/5,61/5,62/5,64/6,66/6,71/7,4/0,5/1,11/1,18/1,20/2,22/3,27/4,31/4,36/4,37/4,46/4,46/5,50/5,51/6,51/6,54/7,56/8,57/9,66/9,67/10,defend,2024
5/0,18/0,30/0,38/0,39/0,50/0,51/1,63/1,75/1,84/1,95/1,106/1,125/1,132/2,139/2,155/2,160/3,169/3,182/3,195/4,2/0,8/1,20/1,29/1,32/1,35/1,46/2,64/2,74/2,83/3,92/3,97/3,107/3,113/4,126/5,129/6,135/6,139/6,142/7,146/7,defend,2024
5/0,9/0,11/0,16/0,17/1,19/2,27/2,31/2,32/2,37/3,40/3,44/3,46/3,51/3,56/3,62/4,66/4,69/4,76/4,81/6,2/0,8/0,13/0,19/1,21/1,22/2,27/2,30/3,31/4,40/4,43/4,48/4,50/4,54/4,67/4,71/4,82/4,82/4,82/4,82/4,chased,2024
5/0,9/1,13/1,19/2,27/2,33/2,38/2,44/2,52/2,58/2,64/2,71/2,82/2,87/2,95/2,101/2,108/3,114/3,117/4,126/5,2/1,8/1,13/1,17/1,20/1,31/1,36/1,40/2,49/2,51/2,55/2,68/2,76/2,86/2,87/4,92/4,97/5,110/5,115/7,118/7,defend,2024
5/0,8/1,14/1,18/1,24/1,27/1,32/1,39/1,46/1,50/1,58/1,64/1,67/3,74/3,79/3,84/3,96/3,97/4,107/4,110/6,8/0,11/1,18/1,18/1,26/2,27/2,31/2,36/2,41/3,47/3,53/3,64/3,74/3,84/3,96/3,109/3,111/3,111/3,111/3,111/3,chased,2024
5/0,12/0,18/0,25/0,36/1,36/1,41/1,53/1,66/1,73/1,79/1,83/2,92/2,103/2,110/3,118/3,122/3,134/4,144/4,156/6,4/0,6/0,8/0,13/0,17/1,22/1,31/1,40/1,46/2,52/2,55/3,59/3,73/3,88/3,98/3,104/3,114/4,122/6,130/6,137/6,defend,2023
5/0,6/0,14/0,17/0,25/0,37/1,42/1,47/1,54/2,60/2,72/2,79/2,88/2,92/2,103/2,117/2,126/2,144/2,155/2,167/2,7/0,11/1,18/1,23/2,24/2,25/2,27/3,30/3,36/3,39/3,56/3,63/3,67/3,79/3,81/3,87/3,96/3,101/4,109/4,111/4,defend,2023
5/0,10/0,14/1,14/2,23/2,35/2,46/2,52/2,57/2,64/2,67/2,70/2,78/2,81/3,86/3,92/4,94/5,102/5,109/5,120/6,4/0,7/0,11/0,24/0,26/1,28/1,34/1,36/1,39/1,39/2,42/3,46/3,52/4,54/7,58/7,63/8,66/9,68/9,70/10,70/10,defend,2023
5/0,15/0,17/1,18/1,34/1,47/1,53/1,58/1,69/2,71/2,74/2,77/2,88/2,93/2,103/2,109/3,114/5,124/6,133/6,145/6,3/0,7/1,10/1,21/1,24/2,38/2,41/2,45/2,52/2,63/2,74/2,78/3,83/3,94/3,99/3,105/3,111/3,121/3,138/3,146/4,chased,2023
5/0,7/0,16/0,22/1,36/1,40/1,44/2,46/2,56/2,59/3,63/3,74/3,80/3,83/3,89/3,98/3,105/3,122/3,134/3,158/3,2/0,3/1,6/1,14/1,22/1,32/1,36/2,40/2,49/2,52/3,57/3,62/3,70/3,77/3,82/3,87/4,97/5,103/5,106/6,114/7,defend,2023
5/0,15/0,16/0,23/0,25/0,30/0,32/1,39/1,45/1,48/1,51/1,59/1,61/1,66/1,67/2,70/2,76/2,83/3,86/4,97/5,2/0,9/0,9/0,14/0,28/0,30/0,33/1,39/1,43/1,48/1,55/1,64/2,66/2,72/2,81/2,88/3,96/3,103/3,103/3,103/3,chased,2023
5/0,7/0,17/0,27/0,32/1,38/1,48/1,60/1,76/1,78/2,82/2,84/2,91/3,96/3,108/3,112/3,117/3,121/4,130/5,148/6,6/0,17/0,25/0,33/1,42/2,46/3,48/3,49/5,54/6,61/6,63/7,68/7,71/7,76/7,76/9,82/10,82/10,82/10,82/10,82/10,defend,2023
5/0,12/1,19/1,25/1,28/2,33/2,39/2,43/3,53/3,61/5,61/5,61/5,61/5,61/5,61/5,61/5,61/5,61/5,61/5,61/5,4/1,8/1,13/1,18/1,24/2,27/4,38/4,41/6,43/6,46/8,46/8,46/8,46/8,46/8,46/8,46/8,46/8,46/8,46/8,46/8,defend,2023
